_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v
663fa40a8a91151dd2f9db0d,Fri Nov 10 23:58:50 +0000 2023,1723128111926243840,@m_nurfatoni Anies seperti Ahmad Dahlan jamam now,0,1,0,0,in,354645457,1723112921604177920,meditegal,https://twitter.com/meditegal/status/1723128111926243816,,,,
663fa40a8a91151dd2f9db0e,Fri Nov 10 23:58:28 +0000 2023,1723128018716237824,@ardibhironx Itu ide AHOK dan udah dijalankan. Anies cuma ganti nama aja.,0,4,0,0,in,1579535471298113536,1690598033782968320,AnonimousNama,https://twitter.com/AnonimousNama/status/1723128018716237841,,,,
663fa40a8a91151dd2f9db0f,Fri Nov 10 23:58:25 +0000 2023,1723128004816293888,@bagaskara645y @logikapolitikid Anies sama Prabowo klo Anies kalah mereka ke Prabowo klo Prabowo kalah mereka ke Anies kelompok mereka kaya parasit,0,1,0,0,in,1445442689386700800,1722963887266402816,RivaldiFaza,https://twitter.com/RivaldiFaza/status/1723128004816293951,,,,
663fa40a8a91151dd2f9db10,Fri Nov 10 23:58:10 +0000 2023,1723127944212881664,pernyataan di depan para pendukungnya. Semoga hasil survei tersebut dapat menjadi motivasi bagi Anies Baswedan-Cak Imin (AMIN) untuk terus bekerja keras dan memberikan yang terbaik bagi masyarakat.,0,0,0,0,in,1678743354249740288,1723127944212881664,eva_aruna,https://twitter.com/eva_aruna/status/1723127944212881704,,,,
663fa40a8a91151dd2f9db11,Fri Nov 10 23:57:44 +0000 2023,1723127835404251648,@BangPino__ Pemilih Anies militan tak tergiur uang bansos dan jabatan,0,3,2,15,in,354645457,1723126003730698240,meditegal,https://twitter.com/meditegal/status/1723127835404251614,,,,
663fa40a8a91151dd2f9db12,Fri Nov 10 23:57:30 +0000 2023,1723127776360944128,@musniumar Dan adik kandung Anda itu dgn embel-embel NU-nya Anda 'Arahkan' utk pilih Anies?,0,0,0,0,in,1278339777742299136,1722948757548093440,enkaeriharmat,https://twitter.com/enkaeriharmat/status/1723127776360944110,,,,
663fa40a8a91151dd2f9db13,Fri Nov 10 23:57:25 +0000 2023,1723127752868672000,"@Dennysiregar7 Sang kadrun melihat, sambil menikmati kenaikkan suara anies. Semakin brutal banteng, semakin naik suara anis.",0,0,0,0,in,1512344952,1722859619566105088,pradipta944,https://twitter.com/pradipta944/status/1723127752868671974,,,,
663fa40a8a91151dd2f9db14,Fri Nov 10 23:56:54 +0000 2023,1723127623927427584,@yuwantino12 @logikapolitikid @ganjarpranowo Klo Anies kalah mereka ke Prabowo klo Prabowo kalah mereka ke Anies yah ibaratnya kaya parasit hrus cri inang yg pas biar bsa di kontrol,0,0,0,0,in,1445442689386700800,1722963887266402816,RivaldiFaza,https://twitter.com/RivaldiFaza/status/1723127623927427530,,,,
663fa40a8a91151dd2f9db15,Fri Nov 10 23:56:24 +0000 2023,1723127497179734272,"@jovan_ndeso @gibran_tweet Kene ketoke ora minat janji2 ne pak Wowo plus bocil kuwi, Pertarungan sengit Bpk Ganjar karo bpk Anies, Cak... 🤭🤔",0,1,0,0,in,2935683132,1722931054758269184,megantari_jogja,https://twitter.com/megantari_jogja/status/1723127497179734199,,,,
663fa40a8a91151dd2f9db16,Fri Nov 10 23:56:07 +0000 2023,1723127425574514944,"@msaid_didu @aniesbaswedan @cakimiNOW Caleg dari Partai pendukung seharusnya diwajibkan mencantumkan nama dan foto Pak Anies jg dunk.  Partai pendukung jg seharusnya rangkul relawan, biar bs jadi saksi jg utk para caleg",0,0,0,0,in,251012938,1722173682846761216,saya_rya,https://twitter.com/saya_rya/status/1723127425574514823,,,,
663fa40a8a91151dd2f9db17,Fri Nov 10 23:55:42 +0000 2023,1723127323866841088,@arsal_estrada @tvOneNews Mkin yang kasih makan si anies Kan banyak uang dari kelebihan bayar..,0,0,0,0,in,1603831102602285056,1722450341302870016,antikadrun65,https://twitter.com/antikadrun65/status/1723127323866841182,,,,
663fa40a8a91151dd2f9db18,Fri Nov 10 23:55:40 +0000 2023,1723127315952267520,"@gibran_tweet Pak Anies dan Cak Imin, inspirator kebaikan untuk Indonesia. Semoga langkahnya selalu diberkahi. 🌟💪",0,0,0,0,in,883660630816727040,1722931054758269184,koponng,https://twitter.com/koponng/status/1723127315952267539,,,,
663fa40a8a91151dd2f9db19,Fri Nov 10 23:55:26 +0000 2023,1723127253352251904,@gibran_tweet Keberkahan dan kejayaan mengikuti langkah Pak Anies dan Cak Imin. Semoga Indonesia selalu bersinar! 🇮🇩💙,0,0,0,0,in,791447275566280704,1722931054758269184,wyolves,https://twitter.com/wyolves/status/1723127253352251807,,,,
663fa40a8a91151dd2f9db1a,Fri Nov 10 23:55:21 +0000 2023,1723127233932640512,@gibran_tweet Kontribusi pak anies untuk jakarta sudah sangat luar biasa. Kita kasih kesempatan untuk memberikan yg terbaik untuk seluruh masyarakat indonesia. AMIN,0,0,0,0,in,1719272303639597056,1722931054758269184,Fadlikaputri_,https://twitter.com/Fadlikaputri_/status/1723127233932640551,,,,
663fa40a8a91151dd2f9db1b,Fri Nov 10 23:55:16 +0000 2023,1723127213208604928,"@gibran_tweet Pak Anies dan Cak Imin, semoga menjadi panutan kebaikan dan membawa keberkahan untuk Indonesia. Amin! 🌟🙏",0,0,0,0,in,970899591142019072,1722931054758269184,waolves,https://twitter.com/waolves/status/1723127213208604868,,,,
663fa40a8a91151dd2f9db1c,Fri Nov 10 23:54:54 +0000 2023,1723127123018469888,"@gibran_tweet Indonesia membutuhkan pemimpin seperti Pak Anies dan Cak Imin, yang membawa berkah dan kejayaan. Sukses selalu! 🌟👏",0,0,0,0,in,970352781973446656,1722931054758269184,melambbai,https://twitter.com/melambbai/status/1723127123018469855,,,,
