_id,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,image_url,location,in_reply_to_screen_name,__v,emotion
663fa4148a91151dd2fa021d,Fri Oct 27 13:31:19 +0000 2023,1717896761304580352,Yok donasi untuk saudara-saudara kita di Palestina. dengan Rp 1 saja kita sudah dapat  berdonasi dengan scan QR di bawah ini. atau transfer Bank Syariah Indonesia Nomor rekening : 777 0 888 071 an. Gerakan Peduli Palestina (kode bank 451) email: gerakanpedulipalestine@gmail.com https://t.co/Q0FJmSjRtc,0,0,0,0,in,1862099965,1717896761304580352,InfaqPalestina,https://twitter.com/InfaqPalestina/status/1717896761304580446,,,,,Love
663fa4148a91151dd2fa021e,Fri Oct 27 13:30:59 +0000 2023,1717896678408396800,"dari lubuk hati terdalam,hanya bisa memohon kpd Allah agar para pejuang Palestina diberikan kesabaran, kekuatan dan kemenangan menghadapi Iblis Zionist Yahudi.",0,0,0,1,in,965820260,1717896678408396800,oneardi64,https://twitter.com/oneardi64/status/1717896678408396920,,,,,Fear
663fa4148a91151dd2fa021f,Fri Oct 27 13:30:49 +0000 2023,1717896636209484032,@AgusSri81184436 @muchlis_ar Di jajah puluhan tahun??  Apa patokan di jajah?  Siapa yang menjajah?  Cb jelaskan siapa penguasa terkir wilayah Palestina?,0,0,0,1,in,320487978,1717701438602871040,ersadamekita,https://twitter.com/ersadamekita/status/1717896636209483959,,,,,Anger
663fa4148a91151dd2fa0220,Fri Oct 27 13:30:39 +0000 2023,1717896593314111744,"Non islam disini malah dukung israel,sedangkan non islam dinegara lain malah dukung Palestina karena kejahatannya https://t.co/Zfq9yoMW6E",0,0,0,0,in,1534907323407208448,1717896593314111744,cccvp9097,https://twitter.com/cccvp9097/status/1717896593314111761,,,,,Anger
663fa4148a91151dd2fa0221,Fri Oct 27 13:30:32 +0000 2023,1717896563052494848,@twmanado @DeHoutman_id Yaelah ... Sebelum ada Bani Israil keturunan Ya'kub sudah ada Palestina cek sejarah 2500 SM . Adapun Bani Israil di janjikan untuk kembali ke bumi Palestina setelah tercerai berai kenapa ? Kan bangsa Kana'an  bukan hanya Bani Israil .,0,1,0,0,in,1604086851945476096,1717867502674546688,Vickyone777,https://twitter.com/Vickyone777/status/1717896563052494919,,,,,Neutral
663fa4148a91151dd2fa0222,Fri Oct 27 13:30:11 +0000 2023,1717896475072692224,@dina_sulaeman Jiaaah si mami ….justru Jenin tempat ngumpul teroris se Palestina. https://t.co/BA4qIPJNuU,0,1,0,0,in,2187270150,1717823673158205696,soala_go2,https://twitter.com/soala_go2/status/1717896475072692246,,,,,Anger
663fa4148a91151dd2fa0223,Fri Oct 27 13:30:06 +0000 2023,1717896456697421824,"@melodiesFLO @tanyakanrl ngga soalnyaa psti debat. ntah nonton gibran prabowo, israel-palestina sampe take me out aja kitaa debatt😭😭",0,0,0,0,in,1084394320503889920,1717846101959815680,romeyoure,https://twitter.com/romeyoure/status/1717896456697421879,,,,,Sad
663fa4148a91151dd2fa0224,Fri Oct 27 13:29:55 +0000 2023,1717896409343741952,@yukiihaura KAK SUMPAH SETUJU. Gue gatau knp disini gw dukung palestina malah kayanya dosa bgt. Dibilang buang waktu lah. Malah dibilang munafik krn masi main twitter. Kta negara terbesar muslim tp kepeduliannya rendah bgt. West countries aj pada demo di jalan. Disini yg demo dibilang kadrun,0,1,0,0,in,1249630366823886848,1717849398074560768,kuciingpucing,https://twitter.com/kuciingpucing/status/1717896409343742060,,,,,Anger
663fa4148a91151dd2fa0225,Fri Oct 27 13:29:36 +0000 2023,1717896328523718912,AHY Salat Gaib Bagi Umat Muslim di Palestina. rcr  AgusYudhoyono PDemokrat Demokrat Empat Belas https://t.co/EOHWxdcMCW,0,0,0,0,in,1101762919,1717896328523718912,Iza_Zot,https://twitter.com/Iza_Zot/status/1717896328523718936,,,,,Neutral
663fa4148a91151dd2fa0226,Fri Oct 27 13:29:27 +0000 2023,1717896289646727424,"Betul saudara-saudara kita di Palestina yang sedang mengalami cobaan diharuskan mereka mengungsi dengan semua menjadi terbatas.   Sahabat, jangan bosan untuk berdiri membantu mereka yang sedang mengungsi.",0,1,0,0,in,1670692085887021056,1717896286928785664,laznasizi,https://twitter.com/laznasizi/status/1717896289646727475,,,,,Sad
